name,source,school,level,ritual,time,range,components,duration,description,save,save_type,attack,attack_type,Lists
Beast Bond,Xanathar's Guide to Everything,divination,1st-level,FALSE,1 action,Touch,"V, S, M (a bit of fur wrapped in cloth)","Concentration, up to 10 minutes","you establish a telepathic link with one beast you touch that is friendly to you or charmed by you. the spell fails if the beast’s intelligence is 4 or higher. until the spell ends, the link is active while you and the beast are within line of sight of each other. through the link, the beast can understand your telepathic messages to it, and it can telepathically communicate simple emotions and concepts back to you. while the link is active, the beast gains advantage on attack rolls against any creature within 5 feet of you that you can see.",FALSE,FALSE,FALSE,FALSE,"druid, ranger"
Bless,Player's Handbook,enchantment,1st-level,FALSE,1 action,30 feet,"V, S, M (a sprinkling of holy water)","Concentration, up to 1 minute","you bless up to three creatures of your choice within range. whenever a target makes an attack roll or a saving throw before the spell ends, the target can roll a d4 and add the number rolled to the attack roll or saving throw. at higher levels. when you cast this spell using a spell slot of 2nd level or higher, you can target one additional creature for each slot level above 1st.",TRUE,"['a', 'or']",FALSE,FALSE,"cleric, paladin"
Burning Hands,Player's Handbook,evocation,1st-level,FALSE,1 action,Self (15-foot cone),"V, S",Instantaneous,"as you hold your hands with thumbs touching and fingers spread, a thin sheet of flames shoots forth from your outstretched fingertips. each creature in a 15-foot cone must make a dexterity saving throw. a creature takes 3d6 fire damage on a failed save, or half as much damage on a successful one. the fire ignites any flammable objects in the area that aren’t being worn or carried. at higher levels. when you cast this spell using a spell slot of 2nd level or higher, the damage increases by 1d6 for each slot level above 1st.",TRUE,['dexterity'],FALSE,FALSE,"sorcerer, wizard"
Catapult,Xanathar's Guide to Everything,transmutation,1st-level,FALSE,1 action,60 feet,S,Instantaneous,"choose one object weighing 1 to 5 pounds within range that isn’t being worn or carried. the object flies in a straight line up to 90 feet in a direction you choose before falling to the ground, stopping early if it impacts against a solid surface. if the object would strike a creature, that creature must make a dexterity saving throw. on a failed save, the object strikes the target and stops moving. when the object strikes something, the object and what it strikes each take 3d8 bludgeoning damage. at higher levels. when you cast this spell using a spell slot of 2nd level or higher, the maximum weight of objects that you can target with this spell increases by 5 pounds, and the damage increases by 1d8, for each slot level above 1st.",TRUE,['dexterity'],FALSE,FALSE,"sorcerer, wizard, artificer"
Cause Fear,Xanathar's Guide to Everything,necromancy,1st-level,FALSE,1 action,60 feet,V,"Concentration, up to 1 minute","you awaken the sense of mortality in one creature you can see within range. a construct or an undead is immune to this effect. the target must succeed on a wisdom saving throw or become frightened of you until the spell ends. the frightened target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. at higher levels. when you cast this spell using a spell slot of 2nd level or higher, you can target one additional creature for each slot level above 1st. the creatures must be within 30 feet of each other when you target them.",TRUE,"['wisdom', 'the']",FALSE,FALSE,"warlock, wizard"
Ceremony,Xanathar's Guide to Everything,evocation,1st-level,TRUE,1 hour,Touch,"V, S, M (25 gp worth of powdered silver, which the spell consumes)",Instantaneous (see below),"you perform one of several religious ceremonies. when you cast the spell, choose one of the following ceremonies, the target of which must be within 10 feet of you throughout the casting. atonement. you touch one willing creature whose alignment has changed, and you make a dc 20 wisdom (insight) check. on a successful check, you restore the target to its original alignment. bless water. you touch one vial of water and cause it to become holy water. coming of age. you touch one humanoid who is a young adult. for the next 24 hours, whenever the target makes an ability check, it can roll a d4 and add the number rolled to the ability check. a creature can benefit from this rite only once. dedication. you touch one humanoid who wishes to be dedicated to your god’s service. for the next 24 hours, whenever the target makes a saving throw, it can roll a d4 and add the number rolled to the save. a creature can benefit from this rite only once. funeral rite. you touch one corpse, and for the next 7 days, the target can’t become undead by any means short of a wish spell. investiture (ua). you touch one willing humanoid. choose one 1st-level spell you have prepared and expend a spell slot and any material components as if you were casting that spell. the spell has no effect. instead, the target can cast this spell once without having to expend a spell slot or use material components. if the target doesn’t cast the spell within 1 hour, the invested spell is lost. wedding. you touch adult humanoids willing to be bonded together in marriage. for the next 7 days, each target gains a +2 bonus to ac while they are within 30 feet of each other. a creature can benefit from this rite again only if widowed.",TRUE,['a'],FALSE,FALSE,"cleric, paladin"
Chaos Bolt,Xanathar's Guide to Everything,evocation,1st-level,FALSE,1 action,120 feet,"V, S",Instantaneous,"you hurl an undulating, warbling mass of chaotic energy at one creature in range. make a ranged spell attack against the target. on a hit, the target takes 2d8 + 1d6 damage. choose one of the d8s. the number rolled on that die determines the attack's damage type, as shown below. if you roll the same number on both d8s, the chaotic energy leaps from the target to a different creature of your choice within 30 feet of it. make a new attack roll against the new target, and make a new damage roll, which could cause the chaotic energy to leap again. a creature can be targeted only once by each casting of this spell. at higher levels. when you cast this spell using a spell slot of 2nd level or higher, each target takes 1d6 extra damage of the type rolled for each slot level above 1st.",FALSE,FALSE,TRUE,ranged spell attack,sorcerer
Charm Person,Player's Handbook,enchantment,1st-level,FALSE,1 action,30 feet,"V, S",1 hour,"you attempt to charm a humanoid you can see within range. it must make a wisdom saving throw, and does so with advantage if you or your companions are fighting it. if it fails the saving throw, it is charmed by you until the spell ends or until you or your companions do anything harmful to it. the charmed creature regards you as a friendly acquaintance. when the spell ends, the creature knows it was charmed by you. at higher levels. when you cast this spell using a spell slot of 2nd level or higher, you can target one additional creature for each slot level above 1st. the creatures must be within 30 feet of each other when you target them.",TRUE,"['wisdom', 'the']",FALSE,FALSE,"bard, druid, sorcerer, warlock, wizard"
Chromatic Orb,Player's Handbook,evocation,1st-level,FALSE,1 action,90 feet,"V, S, M (a diamond worth at least 50 gp)",Instantaneous,"you hurl a 4-inch-diameter sphere of energy at a creature that you can see within range. you choose acid, cold, fire, lightning, poison, or thunder for the type of orb you create, and then make a ranged spell attack against the target. if the attack hits, the creature takes 3d8 damage of the type you chose. at higher levels. when you cast this spell using a spell slot of 2nd level or higher, the damage increases by 1d8 for each slot level above 1st.",FALSE,FALSE,TRUE,ranged spell attack,"sorcerer, wizard"
Color Spray,Player's Handbook,illusion,1st-level,FALSE,1 action,Self (15-foot cone),"V, S, M (a pinch of powder or sand that is colored red, yellow, and blue)",1 round,"a dazzling array of flashing, colored light springs from your hand. roll 6d10, the total is how many hit points of creatures this spell can effect. creatures in a 15-foot cone originating from you are affected in ascending order of their current hit points (ignoring unconscious creatures and creatures that can’t see). starting with the creature that has the lowest current hit points, each creature affected by this spell is blinded until the end of your next turn. subtract each creature’s hit points from the total before moving on to the creature with the next lowest hit points. a creature’s hit points must be equal to or less than the remaining total for the creature to be affected. at higher levels. when you cast this spell using a spell slot of 2nd level or higher, roll an additional 2d10 for each slot level above 1st.",FALSE,FALSE,FALSE,FALSE,"bard (optional), sorcerer, wizard"
Command,Player's Handbook,enchantment,1st-level,FALSE,1 action,60 feet,V,1 round,"you speak a one-word command to a creature you can see within range. the target must succeed on a wisdom saving throw or follow the command on its next turn. the spell has no effect if the target is undead, if it doesn’t understand your language, or if your command is directly harmful to it. some typical commands and their effects follow. you might issue a command other than one described here. if you do so, the dm determines how the target behaves. if the target can’t follow your command, the spell ends. approach. the target moves toward you by the shortest and most direct route, ending its turn if it moves within 5 feet of you. drop. the target drops whatever it is holding and then ends its turn. flee. the target spends its turn moving away from you by the fastest available means. grovel. the target falls prone and then ends its turn. halt. the target doesn’t move and takes no actions. a flying creature stays aloft, provided that it is able to do so. if it must move to stay aloft, it flies the minimum distance needed to remain in the air. at higher levels. when you cast this spell using a spell slot of 2nd level or higher, you can affect one additional creature for each slot level above 1st. the creatures must be within 30 feet of each other when you target them.",TRUE,['wisdom'],FALSE,FALSE,"bard (optional), cleric, paladin"
